﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
EMERAINVILLE-PONTAULT-COMBAULT;87116046;JOB;2022-03-22;2022;E;E;Avant 6h;196
LA-FERTE-ALAIS;87681452;SAM;2024-02-03;2024;D;D;De 6h à 10h;68
MANTES-LA-JOLIE;87381509;JOB;2024-01-16;2024;J;J6;De 16h à 20h;836
ARGENTEUIL;87381848;JOB;2024-01-16;2024;J;J6;De 10h à 16h;3839
BELLEVUE;87393116;DIM;2024-01-21;2024;N;N;De 6h à 10h;105
EMERAINVILLE-PONTAULT-COMBAULT;87116046;SAM;2022-03-19;2022;E;E;De 16h à 20h;841
THIEUX-NANTOUILLET;87272054;DIM;2024-01-21;2024;K;K;De 16h à 20h;3
ARGENTEUIL;87381848;SAM;2024-01-20;2024;J;J4;Avant 6h;169
BOIGNEVILLE;87684407;DIM;2024-03-03;2024;D;D;De 10h à 16h;25
ENGHIEN-LES-BAINS;87276022;DIM;2024-01-21;2024;H;H;Après 20h;621
THUN-LE-PARADIS;87381822;SAM;2024-01-20;2024;J;J6;De 16h à 20h;111
ASNIERES-SUR-SEINE;87381137;DIM;2024-01-21;2024;J;J4;Avant 6h;23
AUBERGENVILLE-ELISABETHVILLE;87386730;JOB;2025-01-04;2025;J;J5;Après 20h;99
EPINAY-SUR-ORGE;87545228;DIM;2025-09-02;2025;C;C;De 16h à 20h;705
LA-GRANDE-PAROISSE;87682476;SAM;2024-01-20;2024;R;R;De 10h à 16h;45
ASNIERES-SUR-SEINE;87381137;JOB;2024-01-16;2024;J;J4;De 10h à 16h;1877
BIEVRES;87393546;JOB;2025-06-02;2025;C;V;Avant 6h;3
EPINAY-SUR-SEINE;87271148;JOB;2025-11-02;2025;C;C;De 6h à 10h;3145
TRAPPES;87393835;DIM;2024-04-28;2024;U;U;De 6h à 10h;470
ATHIS-MONS;87545251;DIM;2025-09-02;2025;C;C;De 10h à 16h;497
BOIS-LE-ROI;87682203;DIM;2024-01-21;2024;R;R;Avant 6h;6
EPINAY-VILLETANEUSE;87271122;DIM;2024-01-21;2024;H;H;De 10h à 16h;3745
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON;87545459;SAM;2025-08-02;2025;C;C;Après 20h;58
ATHIS-MONS;87545251;JOB;2025-11-02;2025;C;C;De 10h à 16h;502
AULNAY-SOUS-BOIS;87271411;DIM;2024-01-21;2024;K;K;Après 20h;24
ERAGNY-NEUVILLE;87381418;JOB;2024-01-16;2024;J;J6;Avant 6h;54
VAL-D'ARGENTEUIL;87381798;SAM;2024-01-20;2024;J;J6;De 6h à 10h;1562
ATHIS-MONS;87545251;SAM;2025-08-02;2025;C;C;Après 20h;112
BOISSY-L'AILLERIE;87381152;JOB;2024-01-16;2024;J;J6;Après 20h;15
ERMONT-EAUBONNE;87276055;JOB;2024-01-16;2024;J;J4;Avant 6h;162
LAGNY-THORIGNY;87116319;JOB;2023-11-14;2023;P;P;Avant 6h;146
AULNAY-SOUS-BOIS;87271411;JOB;2023-10-10;2023;B;B;Avant 6h;1417
AULNAY-SOUS-BOIS;87271411;JOB;2024-01-16;2024;K;K;De 6h à 10h;2908
ESBLY;87116327;JOB;2023-11-14;2023;P;P;De 16h à 20h;844
VANVES-MALAKOFF;87391532;SAM;2024-01-20;2024;N;N;De 16h à 20h;344
AVENUE-FOCH;87381038;JOB;2025-06-02;2025;C;C;Avant 6h;3
AUVERS-SUR-OISE;87276543;JOB;2024-01-16;2024;H;H;De 10h à 16h;43
EVRY-COURCOURONNES;87681387;JOB;2024-05-03;2024;D;D;Après 20h;925
LAVILLETERTRE;87381202;SAM;2024-01-20;2024;J;J6;De 16h à 20h;7
AVENUE-HENRI-MARTIN;87381046;DIM;2025-09-02;2025;C;C;De 10h à 16h;254
BORAN-SUR-OISE;87276444;DIM;2024-01-21;2024;H;H;De 6h à 10h;2
EVRY-VAL-DE-SEINE;87681361;JOB;2024-02-04;2024;D;D;Après 20h;42
VERSAILLES-CHANTIERS;87393009;SAM;2025-08-02;2025;C;C;Avant 6h;1
AVENUE-HENRI-MARTIN;87381046;SAM;2025-08-02;2025;C;C;De 16h à 20h;401
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;JOB;2025-11-02;2025;C;C;De 10h à 16h;656
FAREMOUTIERS-POMMEUSE;87116277;SAM;2023-11-18;2023;P;P;De 16h à 20h;47
VERSAILLES-CHANTIERS;87393009;SAM;2025-08-02;2025;C;V;De 16h à 20h;523
BAILLY;87710780;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;143
BONDY;87113407;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;442
FERRIERES-FONTENAY;87684241;SAM;2024-01-20;2024;R;R;Après 20h;14
VERT-GALANT;87271437;SAM;2019-03-16;2019;B;B;De 16h à 20h;1545
BECON-LES-BRUYERES;87382002;JOB;2024-01-16;2024;L;L2;Avant 6h;50
BAGNEAUX-SUR-LOING;87684191;JOB;2024-01-16;2024;R;R;Après 20h;6
FRANCONVILLE-LE-PLESSIS-BOUCHARD;87276071;JOB;2024-01-16;2024;H;H;De 6h à 10h;2355
MELUN;87682005;SAM;2024-02-03;2024;D;D;Avant 6h;176
BESSANCOURT;87276642;JOB;2024-01-16;2024;H;H;Avant 6h;56
BESSANCOURT;87276642;JOB;2024-01-16;2024;H;H;De 10h à 16h;322
GAGNY;87113514;SAM;2022-03-19;2022;E;E;De 10h à 16h;2147
MELUN;87682005;SAM;2024-01-20;2024;R;R;De 16h à 20h;2873
BESSANCOURT;87276642;SAM;2024-01-20;2024;H;H;Avant 6h;21
BOIS-DE-SAINT-EUTROPE;87745984;SAM;2024-11-30;2024;T12;T12;Après 20h;3
GAGNY;87113514;SAM;2022-03-19;2022;E;E;De 6h à 10h;1122
LE-COUDRAY-MONTCEAUX;87681635;DIM;2024-03-03;2024;D;D;Après 20h;4
BEYNES;87393363;DIM;2024-01-21;2024;N;N;De 10h à 16h;69
BOURRON-MARLOTTE-GREZ;87684118;DIM;2024-01-21;2024;R;R;Avant 6h;3
GARGAN;87113860;DIM;2021-12-09;2021;T4;T4;Après 20h;519
VILLENNES-SUR-SEINE;87386649;DIM;2021-05-12;2021;J;J5;Après 20h;18
BOIGNEVILLE;87684407;SAM;2024-02-03;2024;D;D;De 6h à 10h;3
BEYNES;87393363;SAM;2024-01-20;2024;N;N;De 16h à 20h;58
GARGAN;87113860;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;2307
MEUDON-VAL-FLEURY;87393082;JOB;2025-06-02;2025;C;C;De 16h à 20h;1175
BOIS-DE-SAINT-EUTROPE;87745984;DIM;2024-01-12;2024;T12;T12;De 10h à 16h;31
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;JOB;2025-06-02;2025;C;C;De 16h à 20h;26353
GARGAN;87113860;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;792
VILLEPINTE;87271452;SAM;2019-03-16;2019;B;B;Après 20h;283
BOISSY-L'AILLERIE;87381152;SAM;2024-01-20;2024;J;J6;De 6h à 10h;53
BOURRON-MARLOTTE-GREZ;87684118;JOB;2024-01-16;2024;R;R;De 16h à 20h;48
GARGES-SARCELLES;87276196;SAM;2024-02-03;2024;D;D;Avant 6h;630
MITRY-CLAYE;87271528;DIM;2019-03-24;2019;B;B;De 16h à 20h;345
BONDY;87113407;DIM;2022-03-20;2022;E;E;De 6h à 10h;1069
BOURAY;87545178;SAM;2025-08-02;2025;C;C;De 6h à 10h;238
GENNEVILLIERS;87271205;JOB;2025-11-02;2025;C;C;De 6h à 10h;977
VIROFLAY-RIVE-DROITE;87382887;DIM;2024-01-21;2024;L;L2;De 10h à 16h;664
BONDY;87113407;SAM;2021-11-09;2021;T4;T4;Après 20h;705
BOURRON-MARLOTTE-GREZ;87684118;JOB;2024-01-16;2024;R;R;Avant 6h;4
GRETZ-ARMAINVILLIERS;87116012;DIM;2022-03-20;2022;E;E;De 16h à 20h;133
MONTEREAU;87682302;JOB;2024-01-16;2024;R;R;De 6h à 10h;1565
BONDY;87113407;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;1511
BREUILLET-VILLAGE;87545491;DIM;2025-09-02;2025;C;C;De 16h à 20h;116
GRETZ-ARMAINVILLIERS;87116012;DIM;2022-03-20;2022;E;E;De 6h à 10h;122
LES-BOULLEREAUX-CHAMPIGNY;87113779;SAM;2022-03-19;2022;E;E;Après 20h;158
BORAN-SUR-OISE;87276444;JOB;2024-01-16;2024;H;H;Avant 6h;1
BOURRON-MARLOTTE-GREZ;87684118;SAM;2024-01-20;2024;R;R;Après 20h;14
GRIGNY-CENTRE;87681379;SAM;2024-02-03;2024;D;D;De 16h à 20h;1721
CREPY-EN-VALOIS;87271593;SAM;2024-01-20;2024;K;K;De 10h à 16h;66
BOUFFEMONT-MOISSELLES;87276485;SAM;2024-01-20;2024;H;H;De 6h à 10h;183
BOUSSY-SAINT-ANTOINE;87682138;SAM;2024-02-03;2024;D;D;Avant 6h;44
GROSLAY;87276360;JOB;2024-01-16;2024;H;H;De 6h à 10h;1275
THOMERY;87682252;JOB;2024-01-16;2024;R;R;De 10h à 16h;62
BOUGIVAL;87382440;DIM;2024-01-21;2024;L;L2;De 10h à 16h;222
CHAMPLAN;87725457;DIM;2024-01-12;2024;T12;T12;De 16h à 20h;14
GUERARD-LA-CELLE-SUR-MORIN;87116269;JOB;2023-11-14;2023;P;P;Après 20h;3
SAINT-MICHEL-SUR-ORGE;87545202;DIM;2025-09-02;2025;C;C;Après 20h;136
BOULAINVILLIERS;87543181;DIM;2025-09-02;2025;C;C;De 6h à 10h;113
BREUILLET-VILLAGE;87545491;JOB;2025-06-02;2025;C;C;De 10h à 16h;264
HAUSSMANN-SAINT-LAZARE;87281899;DIM;2022-03-20;2022;E;E;Après 20h;2719
DOMONT;87276436;SAM;2024-01-20;2024;H;H;De 6h à 10h;480
BOURRON-MARLOTTE-GREZ;87684118;SAM;2024-01-20;2024;R;R;De 6h à 10h;44
CHATELET-LES-HALLES;87758607;DIM;2024-03-03;2024;D;D;Avant 6h;159
HERBLAY;87381889;JOB;2024-01-16;2024;J;J6;Avant 6h;176
TRAPPES;87393835;DIM;2024-01-21;2024;N;N;De 10h à 16h;619
BOUSSY-SAINT-ANTOINE;87682138;JOB;2024-05-03;2024;D;D;De 6h à 10h;2666
BREUILLET-VILLAGE;87545491;SAM;2025-08-02;2025;C;C;De 16h à 20h;147
HERICY;87682435;DIM;2024-01-21;2024;R;R;De 10h à 16h;35
SAINT-OUEN;87271247;SAM;2025-08-02;2025;C;C;De 10h à 16h;1500
BRETIGNY;87545194;SAM;2025-08-02;2025;C;C;Avant 6h;245
CERNAY;87276063;SAM;2025-08-02;2025;C;C;De 6h à 10h;305
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2025-01-04;2025;J;J5;Après 20h;493
TRIEL-SUR-SEINE;87381806;DIM;2024-01-21;2024;J;J6;Après 20h;32
BREUILLET-VILLAGE;87545491;SAM;2025-08-02;2025;C;C;De 10h à 16h;329
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2024-01-16;2024;L;L3;Après 20h;32
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2025-01-04;2025;J;J5;Avant 6h;13
TRIEL-SUR-SEINE;87381806;SAM;2024-01-20;2024;J;J6;Avant 6h;11
BRUNOY;87682120;DIM;2024-03-03;2024;D;D;Avant 6h;37
CHAMARANDE;87545152;JOB;2025-06-02;2025;C;C;Après 20h;4
IGNY;87393561;SAM;2025-08-02;2025;C;V;De 10h à 16h;110
SAINTE-GENEVIEVE-DES-BOIS;87545210;DIM;2025-09-02;2025;C;C;Avant 6h;34
BRUNOY;87682120;DIM;2024-03-03;2024;D;D;De 16h à 20h;803
CLICHY-LEVALLOIS;87381129;JOB;2024-01-16;2024;L;L2;De 10h à 16h;1655
ISLES-ARMENTIERES-CONGIS;87116616;SAM;2023-09-16;2023;P;P;De 16h à 20h;17
SANNOIS;87276188;SAM;2024-01-20;2024;J;J4;De 6h à 10h;769
BRUNOY;87682120;JOB;2024-05-03;2024;D;D;Après 20h;215
CHAMARANDE;87545152;SAM;2025-08-02;2025;C;C;Après 20h;16
ISSY-VAL-DE-SEINE;87393306;SAM;2025-08-02;2025;C;C;Avant 6h;10
US;87381178;JOB;2024-01-16;2024;J;J6;Après 20h;1
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2024-01-16;2024;L;L3;De 6h à 10h;1154
CERGY-SAINT-CHRISTOPHE;87382499;DIM;2022-11-20;2022;A;A;Avant 6h;80
ISSY-VAL-DE-SEINE;87393306;SAM;2025-08-02;2025;C;C;De 10h à 16h;1368
DRANCY;87271403;DIM;2019-03-17;2019;B;B;De 10h à 16h;2847
CERNAY;87276063;DIM;2024-01-21;2024;H;H;De 10h à 16h;375
CHAMPAGNE-SUR-OISE;87276519;DIM;2024-01-21;2024;H;H;Après 20h;18
IVRY-SUR-SEINE;87545301;JOB;2025-06-02;2025;C;C;De 16h à 20h;2913
SEUGY;87272039;JOB;2024-01-16;2024;H;H;Après 20h;1
CESSON;87682161;JOB;2024-05-03;2024;D;D;De 10h à 16h;709
CHAUMONT-EN-VEXIN;87381228;JOB;2024-01-16;2024;J;J6;Avant 6h;34
JOUY-EN-JOSAS;87393512;DIM;2025-09-02;2025;C;V;De 10h à 16h;194
ENGHIEN-LES-BAINS;87276022;DIM;2024-01-21;2024;H;H;De 10h à 16h;2132
CHAMARANDE;87545152;DIM;2025-09-02;2025;C;C;Avant 6h;3
CHAVILLE-RIVE-DROITE;87382333;JOB;2024-01-16;2024;L;L2;Avant 6h;30
JUVISY;87545244;DIM;2024-03-03;2024;D;D;De 6h à 10h;1376
STAINS-LA-CERISAIE;87697334;DIM;2021-11-21;2021;T11;T11;De 16h à 20h;461
CHAMPAGNE-SUR-OISE;87276519;DIM;2024-01-21;2024;H;H;De 16h à 20h;74
EMERAINVILLE-PONTAULT-COMBAULT;87116046;DIM;2022-03-20;2022;E;E;De 6h à 10h;443
JUVISY;87545244;DIM;2025-09-02;2025;C;C;De 6h à 10h;1931
VERNOU-SUR-SEINE;87682468;SAM;2024-01-20;2024;R;R;De 16h à 20h;21
CHAMPBENOIST-POIGNY;87115873;SAM;2023-11-18;2023;P;P;De 16h à 20h;58
CHEMIN-D'ANTONY;87546317;DIM;2025-09-02;2025;C;C;De 6h à 10h;32
L'ETANG-LA-VILLE;87382473;SAM;2024-01-20;2024;L;L2;De 6h à 10h;74
EPINAY-SUR-ORGE;87545228;JOB;2024-11-26;2024;T12;T12;De 16h à 20h;772
CHAPONVAL;87276162;DIM;2024-01-21;2024;H;H;De 10h à 16h;22
EPINAY-SUR-ORGE;87545228;SAM;2025-08-02;2025;C;C;Avant 6h;72
L'ISLE-ADAM-PARMAIN;87276527;DIM;2024-01-21;2024;H;H;Avant 6h;8
VILLEPINTE;87271452;JOB;2023-10-10;2023;B;B;De 6h à 10h;1961
CHARS;87381194;JOB;2024-01-16;2024;J;J6;De 6h à 10h;209
CHELLES-GOURNAY;87116111;JOB;2023-11-14;2023;P;P;De 16h à 20h;1960
L'ISLE-ADAM-PARMAIN;87276527;SAM;2024-01-20;2024;H;H;De 10h à 16h;348
VAIRES-TORCY;87116293;JOB;2023-11-14;2023;P;P;Après 20h;115
CHAVILLE-RIVE-DROITE;87382333;JOB;2024-01-16;2024;L;L2;De 10h à 16h;758
CLAMART;87391565;SAM;2024-01-20;2024;N;N;De 10h à 16h;1079
LA-BARRE-ORMESSON;87271171;DIM;2024-01-21;2024;H;H;De 10h à 16h;1075
ESSONNES-ROBINSON;87681601;SAM;2024-02-03;2024;D;D;De 6h à 10h;49
CHELLES-GOURNAY;87116111;DIM;2022-03-20;2022;E;E;De 16h à 20h;1020
CHEZY-SUR-MARNE;87116574;DIM;2023-09-17;2023;P;P;De 16h à 20h;33
LA-COURNEUVE-AUBERVILLIERS;87271304;DIM;2019-03-17;2019;B;B;Avant 6h;330
VAL-D'ARGENTEUIL;87381798;JOB;2024-01-16;2024;J;J6;De 10h à 16h;2801
CHELLES-GOURNAY;87116111;DIM;2023-11-19;2023;P;P;De 16h à 20h;973
COLOMBES;87381087;JOB;2024-01-16;2024;J;J4;Après 20h;517
LA-DEFENSE;87382218;SAM;2024-08-06;2024;U;U;De 16h à 20h;1636
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;87276220;DIM;2024-03-03;2024;D;D;Avant 6h;32
CHELLES-GOURNAY;87116111;SAM;2023-11-18;2023;P;P;De 6h à 10h;1359
CHOISY-LE-ROI;87545285;SAM;2025-08-02;2025;C;C;De 6h à 10h;2330
LA-FERTE-SOUS-JOUARRE;87116517;DIM;2023-09-17;2023;P;P;De 6h à 10h;194
ETRECHY;87545145;SAM;2025-08-02;2025;C;C;De 6h à 10h;159
CHEZY-SUR-MARNE;87116574;DIM;2023-09-17;2023;P;P;De 6h à 10h;8
CORBEIL-ESSONNES;87681007;JOB;2024-12-03;2024;D;D;Avant 6h;973
LA-PLAINE-STADE-DE-FRANCE;87164798;JOB;2023-10-10;2023;B;B;De 10h à 16h;4982
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;87276220;SAM;2024-02-03;2024;D;D;Après 20h;895
CHILLY-MAZARIN;87393637;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;288
EPINAY-SUR-SEINE;87271148;SAM;2021-11-20;2021;T11;T11;De 10h à 16h;1227
LA-VERRIERE;87393256;JOB;2024-11-06;2024;U;U;Après 20h;140
EVRY-COURCOURONNES;87681387;DIM;2024-01-12;2024;T12;T12;De 6h à 10h;151
CHOISY-LE-ROI;87545285;DIM;2025-09-02;2025;C;C;De 16h à 20h;2505
CRECY-LA-CHAPELLE;87116772;DIM;2023-09-17;2023;P;P;Après 20h;12
LAGNY-THORIGNY;87116319;DIM;2023-11-19;2023;P;P;Après 20h;233
VILLIERS-NEAUPHLE-PONTCHARTRAIN;87393884;JOB;2024-01-16;2024;N;N;De 16h à 20h;278
CLICHY-LEVALLOIS;87381129;JOB;2024-01-16;2024;L;L2;Avant 6h;56
CHILLY-MAZARIN;87393637;SAM;2024-11-30;2024;T12;T12;De 16h à 20h;168
LE-BOURGET;87271395;DIM;2021-11-21;2021;T11;T11;De 16h à 20h;1353
VIROFLAY-RIVE-GAUCHE;87393215;DIM;2024-01-21;2024;N;N;Avant 6h;1
CLICHY-SOUS-BOIS-MAIRIE;87704288;DIM;2021-12-09;2021;T4;T4;Avant 6h;4
CONFLANS-FIN-D'OISE;87381459;DIM;2024-01-21;2024;J;J6;Après 20h;147
LE-CHENAY-GAGNY;87113522;JOB;2022-03-22;2022;E;E;Avant 6h;180
VIRY-CHATILLON;87681312;DIM;2024-03-03;2024;D;D;De 16h à 20h;1225
COLOMBES;87381087;SAM;2024-01-20;2024;J;J4;De 10h à 16h;2872
COMPANS;87272047;SAM;2024-01-20;2024;K;K;De 16h à 20h;8
LE-MEE;87682179;DIM;2024-03-03;2024;D;D;De 6h à 10h;350
VIRY-CHATILLON;87681312;SAM;2024-02-03;2024;D;D;De 16h à 20h;894
COMBS-LA-VILLE-QUINCY;87682146;SAM;2024-02-03;2024;D;D;De 10h à 16h;1555
EPONE-MEZIERES;87386763;SAM;2024-01-20;2024;N;N;De 6h à 10h;49
LE-PLESSIS-BELLEVILLE;87271551;SAM;2024-01-20;2024;K;K;Avant 6h;12
VULAINES-SUR-SEINE-SAMOREAU;87682443;JOB;2024-01-16;2024;R;R;De 10h à 16h;34
CONFLANS-FIN-D'OISE;87381459;DIM;2022-11-20;2022;A;A;De 16h à 20h;679
COUILLY-SAINT-GERMAIN-QUINCY;87116731;SAM;2023-09-16;2023;P;P;De 10h à 16h;29
LE-PLESSIS-CHENET;87681627;DIM;2024-03-03;2024;D;D;Après 20h;1
FOURQUEUX-BEL-AIR;87733675;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;517
CONFLANS-FIN-D'OISE;87381459;JOB;2024-01-16;2024;J;J6;De 16h à 20h;1663
CREIL;87276006;JOB;2024-01-16;2024;H;H;Après 20h;26
LE-PLESSIS-CHENET;87681627;JOB;2024-12-03;2024;D;D;De 10h à 16h;7
FREINVILLE-SEVRAN;87113894;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;624
CONFLANS-FIN-D'OISE;87381459;JOB;2024-01-16;2024;J;J6;De 6h à 10h;830
CREIL;87276006;DIM;2024-03-03;2024;D;D;De 16h à 20h;70
LE-PLESSIS-CHENET;87681627;SAM;2024-02-03;2024;D;D;Après 20h;0
GAGNY;87113514;JOB;2022-03-22;2022;E;E;De 10h à 16h;1947
CONFLANS-FIN-D'OISE;87381459;SAM;2022-11-19;2022;A;A;Avant 6h;62
DEUIL-MONTMAGNY;87276345;JOB;2024-01-16;2024;H;H;De 10h à 16h;1408
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;DIM;2022-03-20;2022;E;E;De 16h à 20h;1151
GARGENVILLE;87381566;DIM;2024-01-21;2024;J;J6;De 6h à 10h;67
CONFLANS-SAINTE-HONORINE;87381897;DIM;2024-01-21;2024;J;J6;De 16h à 20h;749
CROUY-SUR-OURCQ;87116640;JOB;2023-09-19;2023;P;P;De 6h à 10h;251
LE-VERT-DE-MAISONS;87681247;DIM;2024-03-03;2024;D;D;De 10h à 16h;1194
GENNEVILLIERS;87271205;DIM;2025-09-02;2025;C;C;De 6h à 10h;111
CORMEILLES-EN-PARISIS;87381863;DIM;2024-01-21;2024;J;J6;Après 20h;177
DRANCY;87271403;JOB;2023-10-10;2023;B;B;De 10h à 16h;3550
LE-VERT-DE-MAISONS;87681247;SAM;2024-02-03;2024;D;D;De 10h à 16h;1754
GOUSSAINVILLE;87276246;SAM;2024-02-03;2024;D;D;Avant 6h;48
CORMEILLES-EN-PARISIS;87381863;SAM;2024-01-20;2024;J;J6;Après 20h;293
FERRIERES-FONTENAY;87684241;DIM;2024-01-21;2024;R;R;De 10h à 16h;52
LEON-BLUM;87704262;DIM;2021-12-09;2021;T4;T4;Après 20h;62
GRAND-BOURG;87681353;JOB;2024-02-04;2024;D;D;Après 20h;22
COURBEVOIE;87382200;DIM;2024-01-21;2024;L;L2;Après 20h;258
EGLY;87545475;JOB;2025-06-02;2025;C;C;De 6h à 10h;636
LEON-BLUM;87704262;SAM;2021-11-09;2021;T4;T4;Après 20h;151
GRIGNY-CENTRE;87681379;DIM;2024-03-03;2024;D;D;De 16h à 20h;1281
COURBEVOIE;87382200;DIM;2024-01-21;2024;L;L2;De 6h à 10h;362
ECOUEN-EZANVILLE;87276394;DIM;2024-01-21;2024;H;H;Après 20h;75
LES-ARDOINES;87492108;JOB;2025-11-02;2025;C;C;De 10h à 16h;983
GROSLAY;87276360;DIM;2024-01-21;2024;H;H;De 6h à 10h;182
COURBEVOIE;87382200;JOB;2024-01-16;2024;L;L2;Après 20h;458
ENGHIEN-LES-BAINS;87276022;DIM;2024-01-21;2024;H;H;De 6h à 10h;665
LES-ARDOINES;87492108;SAM;2025-08-02;2025;C;C;De 10h à 16h;1244
HERICY;87682435;SAM;2024-01-20;2024;R;R;De 6h à 10h;17
CRECY-LA-CHAPELLE;87116772;JOB;2023-09-19;2023;P;P;De 6h à 10h;200
EGLY;87545475;JOB;2025-06-02;2025;C;C;De 16h à 20h;136
LES-CLAIRIERES-DE-VERNEUIL;87386664;JOB;2025-01-04;2025;J;J5;Avant 6h;15
HOPITAL-DE-MONTFERMEIL;87704338;DIM;2021-12-09;2021;T4;T4;Après 20h;51
CREIL;87276006;JOB;2024-01-16;2024;H;H;De 6h à 10h;137
EPINAY-SUR-SEINE;87271148;JOB;2021-11-23;2021;T11;T11;De 10h à 16h;1212
LES-COQUETIERS;87113845;JOB;2021-09-21;2021;T4;T4;Après 20h;95
HOUILLES-CARRIERES-SUR-SEINE;87386409;DIM;2021-05-12;2021;J;J5;Avant 6h;0
DAMMARTIN-JUILLY-SAINT-MARD;87271536;JOB;2024-01-16;2024;K;K;De 10h à 16h;56
EPINAY-SUR-ORGE;87545228;DIM;2025-09-02;2025;C;C;De 10h à 16h;1243
LES-GRESILLONS;87272146;JOB;2025-06-02;2025;C;C;De 16h à 20h;3041
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2024-01-16;2024;L;L3;De 6h à 10h;2314
DAMMARTIN-JUILLY-SAINT-MARD;87271536;SAM;2024-01-20;2024;K;K;Après 20h;7
ERAGNY-NEUVILLE;87381418;JOB;2024-01-16;2024;J;J6;De 6h à 10h;743
LES-PAVILLONS-SOUS-BOIS;87113852;SAM;2021-09-18;2021;T4;T4;Avant 6h;25
HOUILLES-CARRIERES-SUR-SEINE;87386409;SAM;2021-04-12;2021;J;J5;De 16h à 20h;697
DEUIL-MONTMAGNY;87276345;SAM;2024-01-20;2024;H;H;De 16h à 20h;872
EPINAY-SUR-ORGE;87545228;SAM;2024-11-30;2024;T12;T12;De 16h à 20h;316
LES-PORTES-DE-SAINT-CYR;87710921;DIM;2023-10-15;2023;T13;T13;De 6h à 10h;2
HOUILLES-CARRIERES-SUR-SEINE;87386409;SAM;2024-01-20;2024;L;L3;De 6h à 10h;357
DOURDAN;87545525;SAM;2025-08-02;2025;C;C;Après 20h;59
EPINAY-SUR-ORGE;87545228;SAM;2025-08-02;2025;C;C;De 6h à 10h;987
LES-YVRIS-NOISY-LE-GRAND;87113803;SAM;2022-03-19;2022;E;E;De 6h à 10h;119
IGNY;87393561;DIM;2025-09-02;2025;C;V;De 10h à 16h;125
DOURDAN;87545525;SAM;2025-08-02;2025;C;C;Avant 6h;10
EPINAY-SUR-SEINE;87271148;JOB;2021-11-23;2021;T11;T11;De 16h à 20h;1957
LIANCOURT-SAINT-PIERRE;87381210;DIM;2024-01-21;2024;J;J6;De 16h à 20h;11
INVALIDES;87393033;JOB;2025-11-02;2025;C;C;De 6h à 10h;3924
DOURDAN;87545525;SAM;2025-08-02;2025;C;C;De 6h à 10h;138
EPINAY-SUR-SEINE;87271148;SAM;2021-11-20;2021;T11;T11;Après 20h;480
LISIERE-PEREIRE;87733683;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;367
ISSOU-PORCHEVILLE;87381574;DIM;2024-01-21;2024;J;J6;Après 20h;10
DRANCY;87271403;JOB;2023-10-10;2023;B;B;Avant 6h;824
EPINAY-SUR-SEINE;87271148;SAM;2021-11-20;2021;T11;T11;De 6h à 10h;553
LOUVRES;87276253;JOB;2024-05-03;2024;D;D;De 6h à 10h;2172
JUVISY;87545244;DIM;2024-03-03;2024;D;D;De 10h à 16h;5542
DREUX;87393488;DIM;2024-01-21;2024;N;N;De 10h à 16h;502
EPINAY-VILLETANEUSE;87271122;SAM;2021-11-20;2021;T11;T11;De 6h à 10h;508
LOUVRES;87276253;SAM;2024-02-03;2024;D;D;De 6h à 10h;431
JUVISY;87545244;DIM;2024-03-03;2024;D;D;De 16h à 20h;4431
DUGNY-LA-COURNEUVE;87697342;SAM;2021-11-20;2021;T11;T11;De 16h à 20h;203
ACHERES-GRAND-CORMIER;87386052;DIM;2022-11-20;2022;A;A;Avant 6h;5
LUZARCHES;87276576;SAM;2024-01-20;2024;H;H;Après 20h;55
JUZIERS;87381558;SAM;2024-01-20;2024;J;J6;De 16h à 20h;97
ENGHIEN-LES-BAINS;87276022;DIM;2024-01-21;2024;H;H;De 16h à 20h;1616
ASNIERES-SUR-SEINE;87381137;JOB;2024-01-16;2024;J;J4;Avant 6h;54
MAGENTA;87281873;SAM;2022-03-19;2022;E;E;Avant 6h;200
L'ABBAYE;87113886;SAM;2021-09-18;2021;T4;T4;Avant 6h;13
EPINAY-SUR-SEINE;87271148;DIM;2021-11-21;2021;T11;T11;De 10h à 16h;882
